ID,Project Title,Donor(s),Category,Status,Start Date,End Date,Country Implementation (New),Ocean Region,Beneficiaries ,Implementing Agency,Total Project Cost,Primary Funding,Co-funding,Ecosystem,Web Link,Further Information
188,Restoring the natural capital of coral reefs for sustainable fisheries in Mexican Caribbean waters,Oak Foundation,Fisheries Management and Governance,Closed,2011,2013,Mexico,Wider Caribbean,Marine Stewardship Council,Comunidad y Biodiversidad (COBI),USD 917268,USD 220000,USD 697268,Coral Reef,https://www.cobi.org.mx,Data not available
394,Return Trees for Mountain and Mangrove - Return Seagrasses for Dugongs,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Active,2015,2017,Thailand,East Asian Sea,Sea Concern Group,Sea Concern Group,USD 138442,USD 24677,USD 113764,Mangrove; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23889&Itemid=272,Data not available
30,Returning a Malaysian Heritage of Giant Clams to Johore Island,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Monitoring and Research,Closed,2003,2006,Malaysia,East Asian Sea,Centre for Marine and Coastal Studies,Centre for Marine and Coastal Studies,USD 860988,USD 50000,USD 810988,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=6202&Itemid=272,Data not available
436,Revealing the response of the coral and its endosymbiotic algae to climate changes by molecular techniques (CoralClimRespons),European Commission Framework Programme 7,Climate Change Resilience,Closed,2011,2013,France,Pacific,Centre National de la Recherche Scientifique (CNRS),Centre National de la Recherche Scientifique (CNRS),USD 299258,USD 299258,USD 0,Coral Reef,https://cordis.europa.eu/project/rcn/100380_en.html,Data not available
433,Risks of global warming: the case of coral reef ecosystems in developing countries (BIOCORE),European Commission Framework Programme 7,Climate Change Resilience; Conservation and Sustainability,Closed,2011,2013,Italy; Israel,Global,Fondazione eni Enrico Mattei,Fondazione eni Enrico Mattei,USD 219979,USD 219979,USD 0,Coral Reef,https://cordis.europa.eu/project/rcn/96960_en.html,Study is global in scope.
169,RMI: Bikirin Island Conservation and Restoration Demonstration Project,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2009,2013,Micronesia Federated States of ,Pacific,Enemanit-Latuma Extended Family Association,Enemanit-Latuma Extended Family Association,USD 65000,USD 48000,USD 17000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=16482&Itemid=272,Data not available
97,Role of mangrove and coral reef ecosystems in mitigating natural disasters and improving livelihoods in the coastal area,Global Environment Facility (GEF) Small Grants Programme,Monitoring and Research,Closed,2006,2007,Viet Nam,East Asian Sea,Viet Nam Biological Branches Association,Viet Nam Biological Branches Association,USD 5632,USD 3746,USD 1886,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=10598&Itemid=272,Data not available
167,ROP: Community Mobilization to Address Resource Management Conservation and Promotion of Biodiversity,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2005,2009,Micronesia Federated States of ,Pacific,Dini Faruya,Dini Faruya,USD 106400,USD 39600,USD 66800,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=1030400004&Itemid=272,Data not available
154,Safai Community Based Adaptation against flooding and sea level rise,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2009,2011,Samoa,Pacific,Alii ma Faipule Safai,Alii ma Faipule Safai,USD 90000,USD 30000,USD 60000,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=14827&Itemid=272,Data not available
293,Safeguarding Biodiversity within the Belize Barrier Reef Reserve System,Oak Foundation,Conservation and Sustainability,Active,2014,2016,Belize,Wider Caribbean,Belize Government and Turneffe Island,Belize Audubon Society,USD 290480,USD 235000,USD 55480,Coral Reef,http://www.belizeaudubon.org/new_site/wp-content/uploads/2015/04/BAS2014AnnualReportfinal.pdfaa_opt.pdf,Data not available
294,Safeguarding the Wellbeing of the Maya People: Stewardship of Territories and Resources,Oak Foundation,Communication and Awareness,Active,2015,2017,Belize,Wider Caribbean,Data not available,Julian Cho Society (JCS),USD 490125,USD 121760,USD 368365,Coral Reef,Data not available,Data not available
127,Salesatele Village-based Fisheries Management Project - marine conservation area,United Nations Development Programme (UNDP),Fisheries Management and Governance,Closed,2008,2010,Samoa,Pacific,Alii ma Faipule Salesatele Village - Council of Chiefs,Alii ma Faipule Salesatele Village - Council of Chiefs,USD 38610,USD 23640,USD 14970,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=12492&Itemid=272,Data not available
161,Saving the Genuine Mangrove Forest in Selat Nasik Island as a Mangrove Education and Information Centre and in the same time increase the Welfare of the Local Community in Adaptation to Climate Change,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2009,2010,Indonesia,East Asian Sea,Komunitas Sahabat Alam,Komunitas Sahabat Alam,USD 52086,USD 30000,USD 22086,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=14710&Itemid=272,Data not available
170,Saving the mangrove ecosystem (spp. rhizophora stylosa) within Moata'a Village through establishment of the area as a conservation site,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2005,2007,Samoa,Pacific,Moataa - Komiti a Tina ma Tamaitai,Moataa - Komiti a Tina ma Tamaitai,USD 34157,USD 19157,USD 15000,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=9188&Itemid=272,Data not available
413,Scaling-up efforts to rehabilitate threatened coral communities using recruits reared from wild-caught gametes,European Commission through Biodiversity and Ecosystem Services in Territories of European Overseas Initiative (BEST),Conservation and Sustainability; Monitoring and Research,Active,2016,2018,United Kingdom,Wider Caribbean,Data not available,Caribbean Research and Management of Biodiversity Foundation (CARMAB),USD 89896,Data not available,Data not available,Coral Reef,Data not available,The project will restore coastal and terrestrial biodiversity by planting native tree species at ecologically degraded sites - two terrestrial and one coastal wetland - on St. Maarten. After restoration the saplings will be cared for and monitored. A citizen-science initiative will integrate student volunteers who can learn valuable skills and knowledge regarding botany as well as restoration ecology and conservation issues. Long-term care of the sites will be formalized through written agreements with appropriate stakeholders.
404,Sea anemone and coral stress resilience,Gordon and Betty Moore Foundation,Monitoring and Research,Active,2014,2017,United States of America,Pacific,Stanford University School of Medicine,Stanford University School of Medicine,USD 2031000,Data not available,Data not available,Coral Reef,https://www.moore.org/grant-detail?grantId=GBMF2629.01,Data not available
146,Sea grass conservation for improving Kampong Samaki Community livelihood,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2008,2010,Cambodia,East Asian Sea,Kampong Samaki Community Fisheries Coastal Resources Protection,Kampong Samaki Community Fisheries Coastal Resources Protection,USD 29047,USD 23587,USD 5460,Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=12856&Itemid=272,Data not available
95,Sensitisation and Monitoring for Permanent Mooring Buoys,Global Environment Facility (GEF) Small Grants Programme,Monitoring and Research,Closed,2000,2002,Mauritius,Eastern Africa,Mauritius Marine Conservation Soc./Shoals of Capricorn Prog.,Mauritius Marine Conservation Soc./Shoals of Capricorn Prog.,USD 69576,USD 18169,USD 51407,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=3844&Itemid=272,Data not available
119,SIP: Integrated Ecosystem Management in Four Representatitive Landscapes of Senegal Phase 2,Global Environment Facility (GEF) Trust Fund,Marine Protected Areas Management,Closed,2007,2011,Senegal,West and Central Africa,Territories of Senegal,United Nations Development Programme (UNDP); Ministry of Environment (ME); La Direction des Eaux et Forêts Chasses et de la Conservation des sols ( DEFCCS) and Ministry of Fisheries,USD 11429000,USD 3640000,USD 7789000,Mangrove,https://www.thegef.org/project/sip-integrated-ecosystem-management-four-representative-landscapes-senegal-phase-2,Data not available
31,Siquijor Integrated Management of Coastal Resources,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability; Marine Protected Areas Management,Closed,2002,2004,Philippines,East Asian Sea,St. Catherine Family Helper Project Inc.,St. Catherine Family Helper Project Inc.,USD 58404,USD 42497,USD 15907,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=5896&Itemid=272,Data not available
25,Small-scale animal husbandry as a sustainable alternative to fishing,Global Environment Facility (GEF) Small Grants Programme,Fisheries Management and Governance,Closed,2007,2009,Mauritius,Eastern Africa,Association Pecheurs de Riviere Banane,Association Pecheurs de Riviere Banane,USD 90991,USD 50000,USD 40991,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=12036&Itemid=272,Data not available
454,Small-Scale versus Large-Scale Coral Genetic Connectivity Within Southeast African Marginal Reefs,Western Indian Ocean Marine Science Association (WIOMSA) Trust,Monitoring and Research,Data not available,2015,Data not available,South Africa,Eastern Africa,Data not available,Data not available,Data not available,Data not available,Data not available,Coral Reef,http://www.wiomsa.org/completed-project/small-scale-versus-large-scale-coral-genetic-connectivity-within-southeast-african-marginal-reefs/,Data not available
4,Speyside Marine Area Community-Based Management Project (SMACMP),Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2008,2009,Trinidad and Tobago,Wider Caribbean,Buccoo Reef Trust,Buccoo Reef Trust,USD 348528,USD 50000,USD 298528,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=12978&Itemid=272,Data not available
478,Stabilization of Green Cay gut to significantly reduce sediment loadings to St. Croix East End Marine Park and Chenay Bay.,National Fish and Wildlife Foundation (Coral Reef Conservation Fund),Conservation and Sustainability,Closed,2014,Data not available,United States of America,Wider Caribbean,Horsley Witten Group Inc.,Horsley Witten Group Inc.,USD 159601,USD 131400,USD 28201,Coral Reef,http://www.nfwf.org/whatwedo/grants/search/pages/grant-profile.aspx?EGID=46248,This project is a multi-agency effort to implement a stream restoration project to stabilization an actively eroding headcut on the East End of St. Croix that was identified as a significant contributor of sediment to the East End Marine Park. This project involves obtaining the necessary permits / securing additional funding / and overseeing construction activities.
300,Stewardship in the Gulf of Honduras: Leadership for Resource Management,Oak Foundation,Marine Protected Areas Management,Active,2013,2017,Honduras,Wider Caribbean,Government of Honduras,Quebec Labrador Foundation Inc,USD 118800,USD 100000,USD 18800,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=allprojects&country=BZE&Itemid=278&limitstart=80&paging=1,Data not available
297,Strategic Planning for Global Small Scale Fisheries Programme,Oak Foundation,Fisheries Management and Governance,Active,2016,2017,United States of America,Pacific; Wider Caribbean,Data not available,Data not available,USD 50000,USD 50000,Data not available,Coral Reef,Data not available,Data not available
46,Strengthening and Developing Les Initiative for Ornamental Fish Industrial Reform to Save Coral Reef Ecosystems in Bali,Global Environment Facility (GEF) Small Grants Programme,Fisheries Management and Governance,Closed,2005,2007,Indonesia,East Asian Sea,Yayasan Bahtera Nusantara,Yayasan Bahtera Nusantara,USD 80640,USD 50000,USD 30640,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=8484&Itemid=272,Data not available
135,Strengthening Civil Society Organisations (CSO) participation and local stakeholders' capacity to mainstream environmental aspects in the development of five-year socio-economic plans in selected coastal central provinces,Global Environment Facility (GEF) Small Grants Programme,Monitoring and Research,Closed,2009,2011,Viet Nam,East Asian Sea,Centre for Marine Life Conservation and Community Development,Centre for Marine Life Conservation and Community Development,USD 88478,USD 50000,USD 38478,Coral Reef; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=14438&Itemid=272,Data not available
176,Strengthening Coastal and Marine Resources Management in the Coral Triangle of the Pacific - under the Pacific Alliance for Sustainability Program,Global Environment Facility (GEF) Trust Fund,Marine Protected Areas Management,Closed,2010,2015,Papua New Guinea; Solomon Islands; Timor Leste; Fiji; Vanuatu,Pacific,Governments of Papua New Guinea; Solomon Islands; Timor Leste; Governments of Fiji and Vanuatu,Asian Development Bank; Coral Triangle Initiative; National Coordiating Committees of Governments of Papua New Guinea; Solomon Islands and Timor Leste; Governments of Fiji and Vanuatu,USD 13442032,USD 13418183,USD 23849,Coral Reef,https://www.thegef.org/project/pas-strengthening-coastal-and-marine-resources-management-coral-triangle-pacific-under,Data not available
373,Strengthening community participation in the protection of the Belize Barrier Reef complex through capacity building and supporting implementation of managed access,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2016,2017,Belize,Wider Caribbean,Wabafu Fishermen Association,Wabafu Fishermen Association,USD 20000,USD 20000,USD 26241,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=24415&Itemid=272,Data not available
422,Strengthening community participation in the protection of the Belize Barrier Reef through capacity building and supporting implementation of managed access,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Not yet active / Not yet approved,2016,2017,Belize,Wider Caribbean,Wabafu Fishermen Association,Wabafu Fishermen Association,USD 46241,USD 20000,USD 26241,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=24414&Itemid=272,Data not available
386,Strengthening Community-Based Biodiversity Conservation Initiatives in Pilar - Cebu,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Active,2010,Data not available,Philippines,East Asian Sea,Nagkahiusang Katawhan sa Esperanza,Nagkahiusang Katawhan sa Esperanza,USD 43081,USD 43081,USD 0,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=15844&Itemid=272,Data not available
153,Strengthening Crab Bay Community Management of Locally managed Marine Areas and Ecotourism,Global Environment Facility (GEF) Small Grants Programme,Marine Protected Areas Management,Closed,2009,2010,Vanuatu,Pacific,Malampa Fishermans Association,Malampa Fishermans Association,USD 50000,USD 24355,USD 25645,Coral Reef; Mangrove; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=13899&Itemid=272,Data not available
148,Strengthening Economical Condition and Raising Awareness of the Communities regarding Sustainable Fishery in Simpadan International Water Area,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2008,2010,Indonesia,East Asian Sea,Yayasan Gema Lingkungan Indonesia,Yayasan Gema Lingkungan Indonesia,USD 73169,USD 50000,USD 23169,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=13327&Itemid=272,Data not available
213,Strengthening environment protection governance system for Semau community,Global Environment Facility (GEF) Small Grants Programme,Policy and Legislation,Closed,2014,2015,Indonesia,East Asian Sea,Perkumpulan PIKUL,Perkumpulan PIKUL,USD 100210,USD 50000,USD 50210,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=21939&Itemid=272,Data not available
2,Strengthening Environmental Stewardship among major stakeholders in the Grenadine Islands,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2005,2007,Saint Vincent and the Grenadines,Wider Caribbean,Carriacou Environmental Committee,Carriacou Environmental Committee,USD 95100,USD 50000,USD 45100,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=8070&Itemid=272,Data not available
79,Strengthening fishers communities initiatives in managing Mangrove and Sea Conservation Area (DPML) in Teritip Subdistrict Balikpapan East Kalimantan,Global Environment Facility (GEF) Small Grants Programme,Fisheries Management and Governance; Marine Protected Areas Management; Promoting sustainable living and alternative livelihoods,Closed,2008,2009,Indonesia,East Asian Sea,Kelompok Kerja Pesisir dan Nelayan,Kelompok Kerja Pesisir dan Nelayan,USD 31100,USD 25000,USD 6100,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=13344&Itemid=272,Data not available
201,Strengthening Governance for Marine Conservation Organizations in Belize Through Effective Organizations - Strategic Interventions,Oak Foundation,Promoting sustainable living and alternative livelihoods,Closed,2016,2016,Belize,Wider Caribbean,Data not available,Data not available,USD 95000,USD 95000,Data not available,Coral Reef,https://www.hiponline.org,Data not available
291,Strengthening Marine Conservation in Southern Belize,Oak Foundation,Conservation and Sustainability,Active,2013,2017,Belize,Wider Caribbean,Organisation's Board of Directors in Belize,Southern Environmental Association,USD 1051880,USD 750000,USD 301880,Coral Reef,https://www.seabelize.org,Data not available
416,Strengthening Mesoamerican Reef (MAR) Fund Programmatic Activities and Core Support,Oak Foundation,Marine Protected Areas Management,Active,2015,2019,Belize; Guatemala; Honduras; Mexico,Wider Caribbean,Data not available,Mesoamerican Reef Fund,USD 12258922,USD 300000,USD 11958922,Coral Reef,https://www.marfund.org,Data not available
299,Strengthening Sarteneja Alliance for Conservation and Development (SACD)'s Capacity to Improve Marine Resource Management Effectiveness at Local National and Trans-boundary Level,Oak Foundation,Marine Protected Areas Management,Active,2013,2017,Belize,Wider Caribbean,Government of Belize,Sarteneja Alliance for Conservation and Development,USD 832518,USD 150000,USD 682518,Coral Reef,http://www.marfund.org/wp-content/uploads/2015/04/AWP-2015-Corozal-Bay-Belice.pdf,Data not available
215,Strengthening stakeholder engagement to promote a positive environment for conservation and sustainable development activities in Sarteneja - A key stakeholder of the Belize Barrier Reef Reserve System - World Heritage Site,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2011,2013,Belize,Wider Caribbean,Sarteneja Alliance for Conservation and Development,Sarteneja Alliance for Conservation and Development,USD 73645,USD 50000,USD 23645,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=17386&Itemid=272,Data not available
307,Strengthening the Operational and Financial Sustainability of the National Protected Areas System,Global Environment Facility (GEF) Trust Fund,Marine Protected Areas Management,Active,2010,2016,Jamaica,Wider Caribbean,Government of Jamaica,United Nations Development Programme,USD 7832585,USD 2782585,USD 5050000,Coral Reef,https://www.thegef.org/project/strengthening-operational-and-financial-sustainability-national-protected-area-system,Data not available
395,Strengthening the role of fishermen in the sustainable management of marine resources in the Bunaken National Park - North Sulawesi,Global Environment Facility (GEF) Small Grants Programme,Fisheries Management and Governance,Active,2013,Data not available,Indonesia,East Asian Sea,Kelompok Pengelola Sumberdaya Alam,Kelompok Pengelola Sumberdaya Alam,USD 72997,USD 25000,USD 47997,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=20041&Itemid=272,Data not available
357,Strengthening the water taxi operators capacity to reduce the amount of garbage entering the coastal and marine environment in and around the Tobago Cays Marine Park,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2014,Data not available,Saint Vincent and the Grenadines,Wider Caribbean,Southern Grenadines Water Taxi Association,Southern Grenadines Water Taxi Association,USD 100000,USD 50000,USD 50000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=22567&Itemid=272,Data not available
34,Study tour on community-based coastal resource management for Non-Governmental Organisations and POs (Nationwide),Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,1993,1994,Philippines,East Asian Sea,Phil. Partnership for the Development of Human Resources,Philippine Partnership for the Development of Human Resources,USD 23745,USD 23745,USD 0,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=4018&Itemid=272,Data not available
260,Support for mangrove preservation in Bassin Haut d'eau Cap-Haitien,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2014,2015,Haiti,Wider Caribbean,Institut de recherche et d'apputi technique en amenagement du milieu,Institut de recherche et d'appui technique en amenagement du milieu,USD 58714,USD 48928,USD 9785,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=21610&Itemid=272,Appui à la préservation de la mangrove à Bassin Haut d’eau Cap-Haitien
323,Support to Western Indian Ocean Marine Science Association (WIOMSA),Ministry of the Environment and Energy Section for natural resources (Sweden),Monitoring and Research,Active,2012,2017,Somalia; Kenya; Tanzania; Mozambique; South Africa; Seychelles; Mauritius; France; Comoros; Madagascar,Eastern Africa,Western Indian Ocean Marine Science Association (WIOMSA),WIOMSA,USD 9840000,USD 9840000,Data not available,Coral Reef,http://www.wiomsa.org,Data not available
218,Supporting infrastructure towards the establishment of a special fishery conservation area in Portland,Global Environment Facility (GEF) Small Grants Programme,Fisheries Management and Governance,Closed,2014,2016,Jamaica,Wider Caribbean,Portland Environment Protection Association,Portland Environment Protection Association,USD 88000,USD 50000,USD 38000,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=22479&Itemid=272,Data not available
420,Supporting North East Tobago natural resource management: eco- and human system mapping livelihood benefits and meaningful participation,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Not yet active / Not yet approved,2016,2018,Trinidad and Tobago,Wider Caribbean,Environmental Research Institute Charlotteville,Environmental Research Institute Charlotteville,USD 90939,USD 40797,USD 50142,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=24572&Itemid=272,Data not available
387,Sustainable and Integrated Management of Forest and Marine Resources In Sakau Island,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2014,2016,Vanuatu,Pacific,Noketakole Association,Noketakole Association,USD 69303,USD 36300,USD 33003,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=22371&Itemid=272,Data not available
36,Sustainable Biodiversity Conservation Programme,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2006,2007,Jamaica,Wider Caribbean,International School of Jamaica,International School of Jamaica,USD 82297,USD 23297,USD 59000,Coral Reef; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=9618&Itemid=272,Data not available
275,Sustainable coastal development in Cambodia,Fauna & Flora International,Conservation and Sustainability,Active,2012,2017,Cambodia,East Asian Sea,Data not available,Data not available,Data not available,Data not available,Data not available,Coral Reef,http://www.fauna-flora.org/explore/cambodia/,Data not available
334,Sustainable Community Based Management and Conservation of Mangrove Ecosystems in Cameroon,Global Environment Facility (GEF) Trust Fund,Conservation and Sustainability,Active,2011,2017,Cameroon,West and Central Africa,Food and Agriculture Organisation,Food and Agriculture Organisation; Ministry of Environment and Nature Protection (MINEP); Cameroon Wildlife Conservation Society (CWCS) and IUCN Cameroon Office,USD 6474180,USD 1818180,USD 4656000,Mangrove,https://www.thegef.org/project/cbsp-sustainable-community-based-management-and-conservation-mangrove-ecosystems-cameroon,Data not available
345,Sustainable Fisheries and Effective Management of Marine Protected Areas in Belize: Growing the Impact,Oak Foundation,Fisheries Management and Governance,Active,2015,2018,United States of America,Wider Caribbean,Data not available,Wildlife Conservation Society,USD 1576917,USD 850000,USD 726917,Coral Reef,https://www.wcs.org,Data not available
185,Sustainable Fisheries and Effective Management of Marine Protected Areas in Belize: Leveraging Field Success for National Solutions,Oak Foundation,Fisheries Management and Governance,Closed,2012,2015,Belize,Wider Caribbean,Government of Belize,Wildlife Conservation Society,USD 1531633,USD 1415000,USD 116633,Coral Reef,https://www.wcs.org/search?utf8=<U+2713>&q=Sustainable+Fisheries+belize,Data not available
37,Sustainable income generation through livelihood development and environmental restoration by Siyath Foundation,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2006,2007,Sri Lanka,South Asian Seas,Siyath Foundation,Siyath Foundation,USD 20175,USD 19675,USD 500,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=9593&Itemid=272,Data not available
276,Sustainable management of Kenya’s coastal and marine resources,Fauna & Flora International,Marine Protected Areas Management,Active,2012,2017,Kenya,Eastern Africa,Data not available,Data not available,Data not available,Data not available,Data not available,Coral Reef,http://www.fauna-flora.org/explore/kenya/,Data not available
399,Sustainable management of mangrove/wetland and enhancing island vegetation,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2012,Data not available,Maldives,South Asian Seas,Society for Kendhikulhudhoo Island Development,Society for Kendhikulhudhoo Island Development,USD 28861,USD 26710,USD 2151,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=19303&Itemid=272,Data not available
131,Sustainable Management of the Shared Marine Resources of the Caribbean Large Marine Ecosystem (CLME) and Adjacent Regions,Global Environment Facility (GEF) Trust Fund,Promoting sustainable living and alternative livelihoods,Closed,2008,2013,Antigua and Barbuda; Bahamas; Barbados; Belize; Brazil; Colombia; Costa Rica; Cuba; Dominica; Dominican Republic; Grenada; Guatemala; Guyana; Haiti; Honduras; Jamaica; Mexico; Nicaragua; Panama; Saint Kitts and Nevis; Saint Lucia; Saint Vincent and the Grenadines; Trinidad and Tobago,North-East Pacific; South-East Pacific; Wider Caribbean,Caribbean Large Marine Ecosystem (CLME) Regions,United National Development Programme (UNDP); United Nations Office for Project Services (UNOPS); Intergovernmental Oceanographic Commission of UNESCO (IOC-UNESCO),USD 55318063,USD 7726952,USD 47591111,Coral Reef; Mangrove; Seagrass,https://www.thegef.org/project/sustainable-management-shared-marine-resources-caribbean-large-marine-ecosystem-clme-and,Data not available
81,Sustainable Reef Awareness Campaign in the Republic of the Marshall Islands,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2006,2008,Micronesia Federated States of,Pacific,Mission Pacific,Mission Pacific,USD 42000,USD 29000,USD 13000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=10521&Itemid=272,Data not available
216,Sustainable Utilization of Natural Resources and Community-Based Monitoring of Coastal and Marine Area in Wakatobi National Park,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2013,2014,Indonesia,East Asian Sea,One Moolu,One Moolu,USD 29420,USD 20000,USD 9420,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=19517&Itemid=272,Data not available
126,Tamakautoga coral pandanus garden,United Nations Development Programme (UNDP),Conservation and Sustainability,Closed,2008,2010,Samoa,Pacific,Vaka Tamakautoga Society,Vaka Tamakautoga Society,USD 35625,USD 23625,USD 12000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=18624&Itemid=272,Data not available
354,Testing methods of human induced resilience of socio-economically important coral reef sites within the Seychelles marine National Parks,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Not yet active / Not yet approved,2015,2017,Seychelles,Eastern Africa,Anba Lao,Anba Lao,USD 56110,USD 50000,USD 6110,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23158&Itemid=272,Data not available
418,Testing methods of human induced resilience of socio-economically important coral reef sites,United Nations Development Programme (UNDP),Conservation and Sustainability,Not yet active / Not yet approved,2015,2017,Seychelles,Eastern Africa,Data not available,Anba Lao,USD 56110,USD 50000,USD 6110,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23158&Itemid=272,Data not available
73,The Conservation and Restoration of the Marine Environment Along the South Coast of Barbados,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability; Promoting sustainable living and alternative livelihoods,Closed,2004,2005,Barbados,Wider Caribbean,Barbados Marine Trust,Barbados Marine Trust,USD 7300,USD 2000,USD 5300,Coral Reef; Mangrove; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=7560&Itemid=272,Data not available
428,The Development Costal and Biodiversity-Based Ecotourism,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2010,2011,Indonesia,East Asian Sea,Santiri Foundation,Santiri Foundation,USD 84178,USD 35000,USD 49178,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=15822&Itemid=272,Data not available
